avg_lm,avg_nsp,avg_final,bertscore_precision,bertscore_recall,bertscore_f1,rouge1,rouge2,rougeL,bleu
-703.8060275531014,0.994303384456457,-420.29500976294815,0.5591655085955918,0.4462608429889439,0.4955628590460596,0.23596774083884664,0.04867909853567359,0.13608118472992523,0.007766720070483292
-708.656913375921,0.9960000638250828,-423.2021478979021,0.5825267612435329,0.4543276883692921,0.5095118303761156,0.2503192334485458,0.06521160580148405,0.14689371795924383,0.011251795231246859
-707.2099343914559,0.9923738791536385,-422.34121287656654,0.571998118521781,0.44603850159731656,0.5003675197422838,0.24524022306788348,0.061434111062196636,0.14423648634728764,0.011225981804576853
-600.8908250130082,0.4758026005874169,-359.58288980662996,0.38871475344167605,0.18433417998791488,0.24712577616346293,0.0030280393991715423,0.0001649892756970797,0.0028234221357026973,1.6817258068349755e-208
